Domain_name,high_pcn_freq,control_freq,high_pcn_freq_normalized,control_freq_normalized,abs_difference,fold_enrichment,p_value,p_value_corrected,neg_log10_p,Pfam_accession,GO_terms
DnaI_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07319,
DnaJ,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF00226,
DnaJ_CXXCXGXG,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF00684,heat shock protein binding ; 0031072
DnaJ_CXXCXGXG,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF00684,unfolded protein binding ; 0051082
DotD,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF16816,
DotM_C,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF23127,
DoxX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07681,
DSBA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01323,oxidoreductase activity ; 0016491
DsbC_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF10411,
DsbD_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13386,
DsbD_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11412,
DUF1153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06627,
DUF1173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06666,
DUF1281,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF06924,
DUF1281_C,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF18406,
DUF1380,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF07128,
DUF1419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07215,
DUF1612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07756,
DUF1664,0.002358491,0.000607995,0.011627907,0.001520334,0.001750495,3.879127358,0.095504982,1.0,0.0,PF07889,
DUF1776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF08643,
DUF1778,0.0,0.001063991,0.0,0.002660585,-0.001063991,0.0,0.749264889,1.0,0.0,PF08681,
DUF2254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF10011,
DUF226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02890,
DUF2689,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF10894,
DUF2726,0.0,0.001519988,0.0,0.003800836,-0.001519988,0.0,0.789156465,1.0,0.0,PF10881,
DUF2813,0.0,0.000759994,0.0,0.001900418,-0.000759994,0.0,0.715012953,1.0,0.0,PF11398,
DUF2913,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF11140,
DUF2933,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF11666,
DUF2971,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF11185,
DUF305,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF03713,
DUF308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03729,
DUF3085,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF11284,
DUF3150,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11348,
DUF3330,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11809,
DUF3363,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF11843,
DUF3482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11981,
DUF3560,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF12083,
DUF3701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12482,
DUF3800,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF12686,
DUF3854,0.0,0.002431981,0.0,0.006081338,-0.002431981,0.0,0.845351832,1.0,0.0,PF12965,
DUF3991,0.0,0.011855905,0.0,0.029646522,-0.011855905,0.0,0.987919974,1.0,0.0,PF13154,
DUF4096,0.0,0.001671987,0.0,0.00418092,-0.001671987,0.0,0.800318041,1.0,0.0,PF13340,
DUF411,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF04214,
DUF4113,0.0,0.001063991,0.0,0.002660585,-0.001063991,0.0,0.749264889,1.0,0.0,PF13438,
DUF4142,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF13628,
DUF4149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13664,
DUF4158,0.0,0.000759994,0.0,0.001900418,-0.000759994,0.0,0.715012953,1.0,0.0,PF13700,
DUF4165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13752,
DUF4198,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF10670,
DUF4236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF14020,
DUF4238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF14022,
DUF4400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF14348,
DUF4423,0.002358491,0.000303998,0.011627907,0.000760167,0.002054493,7.758254717,0.023793417,1.0,0.0,PF14394,
DUF4440,0.0,0.000607995,0.0,0.001520334,-0.000607995,0.0,0.694321863,1.0,0.0,PF14534,
DUF4880,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF16220,
DUF4942,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF13708,
DUF5406,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF17400,
DUF5431,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF17496,
DUF5592,0.0,0.002887977,0.0,0.007221589,-0.002887977,0.0,0.866098218,1.0,0.0,PF17332,
DUF5710,0.0,0.001063991,0.0,0.002660585,-0.001063991,0.0,0.749264889,1.0,0.0,PF18974,
DUF5934,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF19357,
DUF5983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF19419,
DUF6012,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF19475,
DUF6290,0.110849057,0.080863353,0.546511628,0.202204485,0.029985704,1.370819442,0.014893699,0.737810919,0.132054922,PF19807,
DUF6404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF19942,
DUF6651,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF20356,
DUF6685,0.0,0.000607995,0.0,0.001520334,-0.000607995,0.0,0.694321863,1.0,0.0,PF20390,
DUF6750,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF20535,
DUF6864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF21732,
DUF6884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF21818,
DUF6904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF21845,
DUF7146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF23639,
DUF7347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF24038,
DUF736,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF05284,
DUF7577,0.007075472,0.000151999,0.034883721,0.000380084,0.006923473,46.5495283,3.68e-09,3.64e-07,6.438593887,PF24463,
DUF7706,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF24806,
DUF772,0.0,0.001671987,0.0,0.00418092,-0.001671987,0.0,0.800318041,1.0,0.0,PF05598,
DUF7740,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF24886,
DUF815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF05673,
DUF87,0.0,0.020519836,0.0,0.051311288,-0.020519836,0.0,0.998550899,1.0,0.0,PF01935,
DUF903,0.002358491,0.000151999,0.011627907,0.000380084,0.002206492,15.51650943,0.004585443,0.256784788,0.590430707,PF06004,
DUF905,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF06006,
DUF932,0.0,0.000911993,0.0,0.002280502,-0.000911993,0.0,0.733129859,1.0,0.0,PF06067,
Dynamin_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00350,
E1_dh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00676,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor ; 0016624"
E1-E2_ATPase,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00122,
EAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00563,
EamA,0.0,0.001519988,0.0,0.003800836,-0.001519988,0.0,0.789156465,1.0,0.0,PF00892,membrane ; 0016020
ECH_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00378,
ECH_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF16113,
Eco57I,0.0,0.005471956,0.0,0.01368301,-0.005471956,0.0,0.936633394,1.0,0.0,PF07669,DNA modification ; 0006304
EcoR124_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12008,
EcoRII-C,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF09019,DNA binding ; 0003677
EcoRII-C,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF09019,type II site-specific deoxyribonuclease activity ; 0009036
EcoRII-C,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF09019,DNA restriction-modification system ; 0009307
EcoRII-N,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF09217,
EFG_III,0.0,0.003039976,0.0,0.007601672,-0.003039976,0.0,0.872230179,1.0,0.0,PF14492,
EIIC-GAT,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF03611,phosphoenolpyruvate-dependent sugar phosphotransferase system ; 0009401
EIIC-GAT,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF03611,membrane ; 0016020
Enolase_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00113,
Epimerase,0.0,0.002431981,0.0,0.006081338,-0.002431981,0.0,0.845351832,1.0,0.0,PF01370,
EptA_B_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF08019,membrane ; 0016020
ERCC3_RAD25_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF16203,
EryCIII-like_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06722,
ESPR,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF13018,
Esterase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00756,
Exo_endo_phos,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF03372,catalytic activity ; 0003824
Exonuc_VII_L,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02601,exodeoxyribonuclease VII activity ; 0008855
F_T4SS_TraN,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF06986,
F420_oxidored,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF03807,
FAA_hydrolase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01557,catalytic activity ; 0003824
FAD_binding_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00890,
FAD_binding_3,0.0,0.000759994,0.0,0.001900418,-0.000759994,0.0,0.715012953,1.0,0.0,PF01494,FAD binding ; 0071949
FAD_binding_4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01565,flavin adenine dinucleotide binding ; 0050660
FAD_binding_5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00941,oxidoreductase activity ; 0016491
FAD_binding_6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00970,
FAD_oxidored,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12831,
FCD,0.0,0.002735978,0.0,0.006841505,-0.002735978,0.0,0.859596784,1.0,0.0,PF07729,
Fe_dep_repress,0.0,0.000607995,0.0,0.001520334,-0.000607995,0.0,0.694321863,1.0,0.0,PF01325,DNA binding ; 0003677
Fe-ADH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00465,oxidoreductase activity ; 0016491
Fe-ADH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00465,metal ion binding ; 0046872
Fe-ADH_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13685,
FecCD,0.0,0.000759994,0.0,0.001900418,-0.000759994,0.0,0.715012953,1.0,0.0,PF01032,transmembrane transporter activity ; 0022857
FecCD,0.0,0.000759994,0.0,0.001900418,-0.000759994,0.0,0.715012953,1.0,0.0,PF01032,membrane ; 0016020
FecR,0.0,0.003495972,0.0,0.008741923,-0.003495972,0.0,0.88867967,1.0,0.0,PF04773,
FecR_C,0.0,0.003495972,0.0,0.008741923,-0.003495972,0.0,0.88867967,1.0,0.0,PF16344,
FeeM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF21926,
FeoB_N,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02421,GTP binding ; 0005525
Fer2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00111,iron-sulfur cluster binding ; 0051536
Fer2_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01799,oxidoreductase activity ; 0016491
Fer2_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01799,metal ion binding ; 0046872
Fer2_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13085,electron transfer activity ; 0009055
Fer2_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13085,iron-sulfur cluster binding ; 0051536
Fer2_4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13510,
Fer2_BFD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04324,
Fer4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00037,
Fer4_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13237,
Fer4_12,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF13353,
Fer4_16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13484,
Fer4_17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13534,
Fer4_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12797,
Fer4_21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF14697,
Fer4_4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12800,
Fer4_6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12837,
Fer4_7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12838,
Fer4_8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13183,
Fer4_9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13187,
Fer4_NifH,0.0,0.070071439,0.0,0.175218548,-0.070071439,0.0,0.999999991,1.0,0.0,PF00142,ATP binding ; 0005524
Fer4_NifH,0.0,0.070071439,0.0,0.175218548,-0.070071439,0.0,0.999999991,1.0,0.0,PF00142,oxidoreductase activity ; 0016491
Ferritin,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00210,ferric iron binding ; 0008199
FGGY_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02782,kinase activity ; 0016301
FGGY_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02782,carbohydrate metabolic process ; 0005975
FGGY_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00370,kinase activity ; 0016301
FGGY_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00370,carbohydrate metabolic process ; 0005975
FhuF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06276,
Fic,0.0,0.021583827,0.0,0.053971874,-0.021583827,0.0,0.998878927,1.0,0.0,PF02661,
Fimbrial,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00419,cell adhesion ; 0007155
Fimbrial,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00419,pilus ; 0009289
Fimbrial_PilY2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF14481,
FinO_N,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF12602,
FitA-like_RHH,0.096698113,0.004711962,0.476744186,0.011782592,0.091986151,20.52183506,2.66e-74,3.43e-71,70.46480951,PF22513,
Flag1_repress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03614,DNA-binding transcription factor activity ; 0003700
Flag1_repress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03614,regulation of DNA-templated transcription ; 0006355
Flavin_Reduct,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01613,FMN binding ; 0010181
Flavodoxin_2,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF02525,
FlhC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF05280,DNA binding ; 0003677
FlhC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF05280,positive regulation of DNA-templated transcription ; 0045893
FlhC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF05280,regulation of bacterial-type flagellum assembly ; 1902208
FmdA_AmdA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03069,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides ; 0016811"
FMN_bind,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04205,FMN binding ; 0010181
FMN_bind,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04205,membrane ; 0016020
FMN_dh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01070,oxidoreductase activity ; 0016491
FMN_red,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF03358,oxidoreductase activity ; 0016491
FMO-like,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00743,"N,N-dimethylaniline monooxygenase activity ; 0004499"
FMO-like,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00743,flavin adenine dinucleotide binding ; 0050660
FMO-like,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00743,NADP binding ; 0050661
fn3,0.0,0.002127983,0.0,0.005321171,-0.002127983,0.0,0.829177345,1.0,0.0,PF00041,protein binding ; 0005515
FNIII-A_GpJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF24801,
Formyl_trans_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00551,biosynthetic process ; 0009058
FR47,0.0,0.001671987,0.0,0.00418092,-0.001671987,0.0,0.800318041,1.0,0.0,PF08445,"acyltransferase activity, transferring groups other than amino-acyl groups ; 0016747"
Fructosamin_kin,0.002358491,0.000911993,0.011627907,0.002280502,0.001446498,2.586084906,0.180544217,1.0,0.0,PF03881,
FTR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03239,iron ion transmembrane transporter activity ; 0005381
FTR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03239,iron ion transmembrane transport ; 0034755
FTR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03239,membrane ; 0016020
FTR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03239,high-affinity iron permease complex ; 0033573
FtrD-like,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF10080,
FtsJ,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01728,methyltransferase activity ; 0008168
FtsJ,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01728,methylation ; 0032259
FtsK_SpoIIIE,0.0,0.004407965,0.0,0.011022425,-0.004407965,0.0,0.914650058,1.0,0.0,PF01580,nucleotide binding ; 0000166
FtsK_SpoIIIE,0.0,0.004407965,0.0,0.011022425,-0.004407965,0.0,0.914650058,1.0,0.0,PF01580,DNA binding ; 0003677
FtsK_SpoIIIE,0.0,0.004407965,0.0,0.011022425,-0.004407965,0.0,0.914650058,1.0,0.0,PF01580,ATP binding ; 0005524
FtsX,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF02687,membrane ; 0016020
Fucose_pyrophosphorylase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07959,"transferase activity, transferring phosphorus-containing groups ; 0016772"
GAF,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF01590,protein binding ; 0005515
GAF_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13185,protein binding ; 0005515
GAF_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13492,protein binding ; 0005515
GATase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00117,
GCE_fung,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF22244,
GDP_Man_Dehyd,0.0,0.001975984,0.0,0.004941087,-0.001975984,0.0,0.820238702,1.0,0.0,PF16363,
GDPD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03009,phosphoric diester hydrolase activity ; 0008081
GDPD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03009,lipid metabolic process ; 0006629
GerE,0.0,0.022343821,0.0,0.055872292,-0.022343821,0.0,0.999066464,1.0,0.0,PF00196,regulation of DNA-templated transcription ; 0006355
GFA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04828,carbon-sulfur lyase activity ; 0016846
GFO_IDH_MocA,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01408,nucleotide binding ; 0000166
GFO_IDH_MocA_C,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02894,
GFO_IDH_MocA_C3,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF22725,
GGDEF,0.007075472,0.000759994,0.034883721,0.001900418,0.006315478,9.30990566,9.54e-05,0.007227093,2.141036378,PF00990,
GIDA,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF01134,
GIIM,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF08388,
GlgB_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF22019,
Glrx-like,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF05768,
Glu_dehyd_C,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF16912,
Glu_synthase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01645,glutamate synthase activity ; 0015930
Glu_synthase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01645,"oxidoreductase activity, acting on the CH-NH2 group of donors ; 0016638"
Glu_synthase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01645,glutamate biosynthetic process ; 0006537
Glucosaminidase,0.0,0.003495972,0.0,0.008741923,-0.003495972,0.0,0.88867967,1.0,0.0,PF01832,amidase activity ; 0004040
Glutaredoxin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00462,
Glyco_hydro_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00232,"hydrolase activity, hydrolyzing O-glycosyl compounds ; 0004553"
Glyco_hydro_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00232,carbohydrate metabolic process ; 0005975
Glyco_hydro_2,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00703,"hydrolase activity, hydrolyzing O-glycosyl compounds ; 0004553"
Glyco_hydro_2,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00703,carbohydrate metabolic process ; 0005975
Glyco_hydro_2_C,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02836,"hydrolase activity, hydrolyzing O-glycosyl compounds ; 0004553"
Glyco_hydro_2_C,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02836,carbohydrate metabolic process ; 0005975
Glyco_hydro_2_N,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02837,"hydrolase activity, hydrolyzing O-glycosyl compounds ; 0004553"
Glyco_hydro_2_N,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02837,carbohydrate metabolic process ; 0005975
Glyco_hydro_2_N2,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF22666,
Glyco_hydro_32C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF08244,
Glyco_hydro_32N,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00251,
Glyco_tranf_2_2,0.0,0.001367989,0.0,0.003420753,-0.001367989,0.0,0.777038751,1.0,0.0,PF10111,
Glyco_tranf_2_3,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF13641,
Glyco_trans_1_2,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF13524,
