Target,Correlation,p_value,q_value
FAA_hydrolase_N,-0.010108674,0.283313746,0.837211578
FAD-SLDH,-0.009125974,0.332745052,0.870043435
FAD-depend_C,-0.00746475,0.42819896,0.870043435
FAD-oxidase_C,-0.022757385,0.015707019,0.117629254
FAD_binding-like,-0.007297108,0.438644529,0.870043435
FAD_binding_1,-0.006422529,0.495455277,0.870043435
FAD_binding_2,-0.080854243,8.29E-18,5.94E-16
FAD_binding_3,-0.061983319,4.55E-11,1.76E-09
FAD_binding_4,-0.031164808,0.000938105,0.010808358
FAD_binding_5,-0.028193896,0.002763079,0.027566256
FAD_binding_6,-0.032141871,0.000644318,0.007732488
FAD_binding_7,-0.012127862,0.198014104,0.70095048
FAD_binding_8,-0.009226419,0.327451153,0.870043435
FAD_binding_9,-0.022339562,0.017726079,0.129964954
FAD_oxidored,-0.079451459,3.02E-17,2.08E-15
FAD_syn,-0.008034709,0.393785558,0.870043435
FAE1_CUT1_RppA,-0.011150529,0.236614627,0.77348723
FAF,-0.002088974,0.824537958,0.870043435
FAIM1,-0.001483136,0.87492035,0.889575633
FAM176,-0.002123859,0.821656702,0.870043435
FAM184,-0.005485041,0.560461845,0.870043435
FAM199X,-0.002045325,0.828146389,0.870043435
FAM60A,-0.002903492,0.75795995,0.870043435
FAM70,-0.001975812,0.833900441,0.870043435
FAM76,-0.005994453,0.524631008,0.870043435
FAN1_HTH,-0.005171015,0.583124886,0.870043435
FANCI_S1-cap,-0.000352994,0.970114401,0.972813615
FANC_SAP,-0.004304278,0.647790442,0.870043435
FAO_M,-0.015411825,0.101877025,0.472625798
FAP206,-0.001908561,0.839475816,0.870043435
FARP,-0.002135087,0.820729847,0.870043435
FAS1_DH_region,-0.023320536,0.013306969,0.10432989
FAS_AT_central,-0.001637343,0.862039608,0.880125956
FAT,-0.005241816,0.577978054,0.870043435
FAZ1_C,-0.0021582,0.818822713,0.870043435
FA_desaturase,-0.022635435,0.016274312,0.121186885
FA_desaturase_2,-0.008546969,0.364330897,0.870043435
FA_hydroxylase,-0.020715359,0.027888797,0.184364659
FA_synthesis,-0.005313486,0.572789951,0.870043435
FBA_1,-0.002636353,0.779624712,0.870043435
FBF1,-0.006792517,0.470953977,0.870043435
FBP_C,-0.0036,0.702398396,0.870043435
FBPase,-0.012693617,0.177889101,0.661804841
FBPase_2,-0.011895852,0.206731825,0.720313636
FBPase_C,-0.012904625,0.170786489,0.646857333
FBPase_glpX,-0.004103618,0.663172941,0.870043435
FCD,-0.051981745,3.37E-08,9.18E-07
FCP1_C,-0.002155932,0.819009821,0.870043435
FCSD-flav_bind,-0.005608786,0.551649917,0.870043435
FCSD_central,-0.024943114,0.008103347,0.069022084
FDX-ACB,-0.002130396,0.821117057,0.870043435
FERM_F2,-0.002245443,0.811633709,0.870043435
FG-GAP,-0.016274985,0.08408699,0.416749141
FG-GAP_2,-0.004613307,0.624393656,0.870043435
FG-GAP_3,-0.018085239,0.054905654,0.303560359
FGAR-AT_linker,-0.004510351,0.632148056,0.870043435
FGE-sulfatase,-0.024230807,0.010108412,0.083212217
FGGY_C,-0.028884306,0.002167571,0.022582294
FGGY_C_2,-0.013438858,0.153756145,0.608743433
FGGY_N,-0.029538927,0.001713983,0.018357086
FGase,-0.025154672,0.00758067,0.065196022
FH2,-0.002249688,0.811284326,0.870043435
FHA,-0.020327285,0.03095536,0.19876389
FHBP_C,-0.00303836,0.74709283,0.870043435
FHIPEP,-0.020368125,0.030619564,0.19792516
FIMAH,-0.003711315,0.693655317,0.870043435
FIST,-0.014400015,0.126409432,0.541481284
FIST_C,-0.014400015,0.126409432,0.541481284
FIVAR,-0.016968163,0.071697436,0.371300642
FKBP26_C,-0.005122018,0.586699113,0.870043435
FKBP_C,-0.011067002,0.240144757,0.778438056
FKBP_N,-0.00863429,0.359450936,0.870043435
FLAD1_M,-0.002129856,0.821161684,0.870043435
FLIC_barrel,-0.005329965,0.57160021,0.870043435
FLgD_tudor,-0.005597017,0.552485093,0.870043435
FMN_bind,-0.033885851,0.000321308,0.004094636
FMN_bind_2,-0.014309625,0.128807684,0.547967178
FMN_dh,-0.034994348,0.000203011,0.002722469
FMN_red,-0.062495756,3.15E-11,1.24E-09
FMO-like,-0.038138196,5.14E-05,0.000785942
FNIII-A_GpJ,-0.032789415,0.00049951,0.006154749
FNIP,-0.006079483,0.518766505,0.870043435
FOXP-CC,-0.002861001,0.761393739,0.870043435
FPN1,-0.004701334,0.617796439,0.870043435
FPP,-0.025307274,0.007222629,0.062630512
FPRL1_inhibitor,-0.002030532,0.82937016,0.870043435
FR47,-0.068978366,2.31E-13,1.10E-11
FRG,-0.019390218,0.039574618,0.236606569
FRG1,-0.005203073,0.58079184,0.870043435
FSH1,-0.018443859,0.050265997,0.284314737
FSIP2,-0.001027722,0.91314174,0.922257964
FTA2,-0.002042179,0.828406605,0.870043435
FTA4,-0.002136753,0.820592367,0.870043435
FTCD_C,-0.003748409,0.690750798,0.870043435
FTH,-0.001866186,0.842992913,0.870043435
FTHFS,-0.006695648,0.477303523,0.870043435
FTP,-0.012712238,0.177253587,0.66093295
FTR,-0.002111475,0.822679242,0.870043435
FTR1,-0.029371326,0.001820957,0.019320236
FTR_C,-0.002111475,0.822679242,0.870043435
FTSW_RODA_SPOVE,-0.010943044,0.245451798,0.785304003
FUN14,-0.002884393,0.759502792,0.870043435
FUR,-0.021585737,0.021948665,0.153321598
FUSC,-0.017880199,0.057715189,0.314377243
FUSC-like,-0.005983954,0.525357485,0.870043435
FUSC_2,-0.023081353,0.014283609,0.109854623
FUT8_N_cat,-0.000530887,0.955066662,0.958891252
FYDLN_acid,-0.003707106,0.693985205,0.870043435
FYVE,-0.004846462,0.606986926,0.870043435
F_T4SS_TraN,-0.091667179,1.85E-22,1.96E-20
F_bP_aldolase,-0.015562605,0.098569833,0.462925773
FabA,-0.011393832,0.226541383,0.757291704
FabD_helical_ins,-0.003790012,0.687498651,0.870043435
FabMG,-0.012248038,0.193605651,0.692357823
FadA,-0.00470192,0.617752639,0.870043435
FadR_C,-0.008289303,0.378970431,0.870043435
Fae,-0.005235755,0.578417842,0.870043435
FaeA,-0.026084972,0.005623162,0.050311817
FakA-like_C,-0.009770497,0.299731176,0.857979561
FakA-like_M,-0.004828318,0.608333759,0.870043435
FapA,-0.014148827,0.133161232,0.559267475
FapA_N,-0.005299014,0.573835794,0.870043435
Fapy_DNA_glyco,-0.005734918,0.542738685,0.870043435
Fas1-AflB-like_hel,-0.004653714,0.621361598,0.870043435
Fasciclin,-0.013111434,0.164033467,0.63161703
Fascin,-0.005632406,0.549975745,0.870043435
FcoT,-0.003543933,0.706817109,0.870043435
FctA,-0.00604771,0.520953963,0.870043435
FdhD-NarQ,-0.011322221,0.229473954,0.762906635
FdhE_C,-0.010064569,0.285419672,0.837939951
FdhE_N,-0.010064569,0.285419672,0.837939951
FdhE_central,-0.010281258,0.275174577,0.825596238
FdsD,-0.003738348,0.691538133,0.870043435
FdtA,-0.003352818,0.721952756,0.870043435
Fe-ADH,-0.041700026,9.52E-06,0.000170541
Fe-ADH_2,-0.041626662,9.87E-06,0.000175179
Fe-S_assembly,-0.002026289,0.829721288,0.870043435
Fe-S_biosyn,-0.015493836,0.100067412,0.467427081
FeS,-0.004086793,0.664469356,0.870043435
FeS_assembly_P,-0.016691342,0.07645299,0.388942361
FeThRed_A,-0.002155932,0.819009821,0.870043435
FeThRed_B,-0.002249688,0.811284326,0.870043435
Fe_bilin_red,-0.001902744,0.839958408,0.870043435
Fe_dep_repr_C,-0.013739891,0.144745955,0.588498321
Fe_dep_repress,-0.045035157,1.73E-06,3.56E-05
Fe_hyd_SSU,-0.003718256,0.693111499,0.870043435
Fe_hyd_lg_C,-0.004668647,0.62024265,0.870043435
Fe_hydrogense_Fe-S_bd,-0.002105634,0.823161684,0.870043435
FecCD,-0.05825634,6.08E-10,2.02E-08
FecR,-0.039175415,3.19E-05,0.000507467
FecR_C,-0.037377153,7.24E-05,0.001067185
FeeM,-0.026134834,0.005532447,0.049615641
FemAB,-0.006208669,0.509921857,0.870043435
FemAB_like,-0.007329409,0.43662061,0.870043435
FeoA,-0.017171267,0.068364665,0.359039019
FeoB_C,-0.016101128,0.087452161,0.427185843
FeoB_Cyto,-0.011469363,0.223477405,0.752291049
FeoB_N,-0.027112575,0.004000725,0.037543015
FeoB_associated,-0.004305378,0.647706563,0.870043435
FeoC,-0.011098109,0.238825755,0.77566247
Fer2,-0.045989077,1.04E-06,2.22E-05
Fer2_2,-0.030053907,0.001420404,0.015661107
Fer2_3,-0.029919365,0.001492266,0.016406393
Fer2_4,-0.030679682,0.001126224,0.012734055
Fer2_BFD,-0.02654621,0.004832964,0.044027309
Fer4,-0.03671857,9.68E-05,0.001398701
Fer4_10,-0.038442093,4.47E-05,0.000693518
Fer4_11,-0.021093176,0.025158546,0.170078257
Fer4_12,-0.038972233,3.51E-05,0.00055156
Fer4_13,-0.015992767,0.089603978,0.433656179
Fer4_15,-0.019428024,0.039191054,0.234678312
Fer4_16,-0.031638963,0.000782756,0.009192997
Fer4_17,-0.031643712,0.000781328,0.009192997
Fer4_18,-0.017458987,0.063862367,0.338584237
Fer4_19,-0.011988691,0.203210568,0.711830504
Fer4_2,-0.03661552,0.000101295,0.001456658
Fer4_20,-0.011714653,0.213731627,0.732324054
Fer4_21,-0.032635833,0.000530812,0.006485014
Fer4_22,-0.015020083,0.11088303,0.499536713
Fer4_23,-0.002168916,0.817938901,0.870043435
Fer4_3,-0.023272528,0.013498123,0.105256158
Fer4_4,-0.027795991,0.003170757,0.031042737
Fer4_5,-0.015190071,0.10690073,0.488239079
Fer4_6,-0.034210573,0.000281255,0.003632378
Fer4_7,-0.038559602,4.24E-05,0.00065985
Fer4_8,-0.035849435,0.000141187,0.001959456
Fer4_9,-0.038014586,5.43E-05,0.00082685
Fer4_ETF_QO,-0.014792727,0.116391296,0.515491864
Fer4_NDSU1,-0.002155789,0.819021602,0.870043435
Fer4_NifH,-0.082983169,1.12E-18,8.43E-17
Fer4_Nqo3,-0.010863516,0.248899611,0.790569873
FerA,-0.004332689,0.645624407,0.870043435
Ferric_reduct,-0.009581498,0.309177495,0.869753024
Ferritin,-0.034202173,0.000282229,0.003640885
Ferritin-like,-0.00922774,0.327381856,0.870043435
Ferritin_2,-0.010357254,0.271641644,0.821953665
Ferrochelatase,-0.012751344,0.175924498,0.66003163
Fervidolysin_NPro-like,-0.01564682,0.096760308,0.456415803
Fez1,-0.011066583,0.240162564,0.778438056
FhuF,-0.034716821,0.000228023,0.003022744
FhuF_C,-0.011553735,0.220089923,0.74631756
Fib_alpha,-0.010842532,0.249814991,0.792019245
Fib_succ_major,-0.002022162,0.830062736,0.870043435
Fibrillarin,-0.006351359,0.500245116,0.870043435
Fibrinogen_C,-0.002082041,0.825110913,0.870043435
Fibrinogen_aC,-0.007512733,0.425235992,0.870043435
Fic,-0.064577099,6.84E-12,2.85E-10
Fic-like_C,-0.006012283,0.523398522,0.870043435
Fic_N,-0.018426165,0.050486945,0.285393266
FidL_like,-0.017707447,0.060174106,0.324748699
FilR1_middle,-0.0060462,0.521058005,0.870043435
Fil_haemagg,-0.011932246,0.205346225,0.717103133
Fil_haemagg_2,-0.018521923,0.049300825,0.279816151
Filament,-0.010968134,0.244371025,0.784394942
Filamin,-0.008201357,0.38404887,0.870043435
FimA,-0.017592708,0.061854806,0.331492324
FimH_man-bind,-0.003576747,0.704229826,0.870043435
Fimbrial,-0.031180789,0.000932435,0.010764533
Fimbrial_CS1,-0.009293929,0.323923889,0.870043435
Fimbrial_K88,-0.017088762,0.06970282,0.364407355
Fimbrial_PilY2,-0.049172129,1.77E-07,4.25E-06
Fin,-0.002572123,0.784860123,0.870043435
FinO_N,-0.078864497,5.15E-17,3.43E-15
Fis1_TPR_C,-0.009822924,0.29714525,0.854697376
FitA-like_RHH,-0.039491566,2.75E-05,0.000443951
FixG_C,-0.009659873,0.305236657,0.866006789
FixH,-0.0107942,0.251932232,0.79603683
FixO,-0.01240964,0.187791788,0.681070029
FixP_N,-0.012036256,0.201423483,0.70845289
FixQ,-0.011654197,0.216104664,0.738469656
FixS,-0.01145308,0.224135398,0.752291049
FkbO_Hyg5-like_N,-0.002798903,0.766420481,0.870043435
FlK,-0.011925735,0.205593622,0.717431539
FlaC_arch,-0.004777035,0.612147491,0.870043435
FlaF,-0.00597759,0.52579809,0.870043435
FlaG,-0.002122066,0.821804724,0.870043435
FlaX,-0.005496872,0.55961641,0.870043435
Flag1_repress,-0.028525449,0.002460591,0.025002641
Flagellar_rod,-0.001467834,0.8762004,0.890684942
Flagellin_C,-0.01757963,0.062048815,0.332069131
Flagellin_D3,-0.005329965,0.57160021,0.870043435
Flagellin_IN,-0.0054915,0.56000026,0.870043435
Flagellin_N,-0.018002149,0.056030132,0.307996912
Flavi_DEAD,-0.003646922,0.698708089,0.870043435
Flavin_Reduct,-0.030750789,0.001096625,0.012472761
Flavodoxin_1,-0.021911611,0.020026352,0.143011712
Flavodoxin_2,-0.045499004,1.36E-06,2.84E-05
Flavodoxin_3,-0.011230448,0.233271506,0.769102423
Flavodoxin_4,-0.012260941,0.193136646,0.691538324
Flavodoxin_5,-0.020375336,0.030560603,0.197675508
Flavodoxin_NdrI,-0.018378981,0.051080136,0.286919253
Flavokinase,-0.007039371,0.454986136,0.870043435
Flavoprotein,-0.018553137,0.048919275,0.278198226
FlbD,-0.003653563,0.698186392,0.870043435
FlbT,-0.006375292,0.498631634,0.870043435
FleQ,-0.014449594,0.125108813,0.538790121
FlgD,-0.005563621,0.554858291,0.870043435
FlgD_ig,-0.008715587,0.354944724,0.870043435
FlgE_D2,-0.008006711,0.395435908,0.870043435
FlgH,-0.00667049,0.478960163,0.870043435
FlgI,-0.005177621,0.58264374,0.870043435
FlgK_D1,-0.007079468,0.452421512,0.870043435
FlgM,-0.003673261,0.696639747,0.870043435
FlgN,-0.011205839,0.234297322,0.769766517
FlgO,-0.008579602,0.362502348,0.870043435
FlgT_C,-0.003031581,0.747637869,0.870043435
FlgT_N,-0.003027962,0.747928863,0.870043435
Flg_bb_rod,-0.010934561,0.245817953,0.785976839
Flg_bbr_C,-0.009046625,0.336966011,0.870043435
Flg_hook,-0.01301509,0.167153962,0.638543113
Flg_new,-0.007436435,0.429952993,0.870043435
Flg_new_2,-0.006280843,0.505015069,0.870043435
FlhC,-0.027310186,0.00374248,0.035524299
FlhD,-0.0228171,0.015435632,0.11614963
FlhE,-0.003654642,0.698101601,0.870043435
FlhF_N,-0.003790405,0.687467978,0.870043435
FliD_C,-0.008488873,0.367600442,0.870043435
FliD_N,-0.008246549,0.381434087,0.870043435
FliE,-0.007003587,0.457281749,0.870043435
FliG_C,-0.005185659,0.582058581,0.870043435
FliG_M,-0.005185659,0.582058581,0.870043435
FliG_N,-0.005185659,0.582058581,0.870043435
FliH,-0.015277057,0.104907211,0.481939564
FliJ,-0.005210962,0.580218343,0.870043435
FliL,-0.004761808,0.61328195,0.870043435
FliM,-0.005573455,0.554158953,0.870043435
FliMN_C,-0.02035578,0.030720743,0.198044899
FliO,-0.003624281,0.700487848,0.870043435
FliP,-0.02024984,0.031600807,0.201132508
FliS,-0.002982765,0.751566505,0.870043435
FliT,-0.002122066,0.821804724,0.870043435
FloA,-0.002134843,0.820749992,0.870043435
Flot,-0.020689024,0.028088283,0.185321605
Flp1_like,-0.002959978,0.75340254,0.870043435
FlpD,-0.002127975,0.821316962,0.870043435
Flp_Fap,-0.011467253,0.223562563,0.752291049
FluMu_N,-0.004813324,0.609447708,0.870043435
FlxA,-0.010021498,0.287486429,0.840639798
FmdA_AmdA,-0.031639738,0.000782523,0.009192997
FmdE,-0.006047375,0.520977034,0.870043435
FmrO,-0.024263449,0.010007661,0.082441683
Fn3-II_PB4,-0.004311398,0.647247326,0.870043435
Fn3-like,-0.014283134,0.129517209,0.549284268
Fn3_PTPRU,-0.002031875,0.829259041,0.870043435
Fn3_arc,-0.002093359,0.824175717,0.870043435
Fn3_assoc,-0.004489286,0.633739653,0.870043435
Fn_bind,-0.001774079,0.850648605,0.872516199
Focal_AT,-0.004825835,0.60851812,0.870043435
Foie-gras_1,-0.004237536,0.652890623,0.870043435
FokI_D1,-0.001690017,0.85764798,0.876884233
FokI_dom_2,-0.001690017,0.85764798,0.876884233
FolB,-0.005987724,0.52509655,0.870043435
Folate_carrier,-0.00216506,0.818256914,0.870043435
Forkhead,-0.005957367,0.52719943,0.870043435
Form-deh_trans,-0.010716422,0.25536561,0.800729537
Form_Nir_trans,-0.014216819,0.131306689,0.55398245
Formyl_trans_C,-0.016108139,0.087314382,0.426997122
Formyl_trans_N,-0.026451651,0.004986261,0.04520955
FpoO,-0.00370861,0.693867343,0.870043435
Frag1,-0.00304237,0.74677044,0.870043435
Frankia_peptide,-0.00557,0.554404556,0.870043435
Frataxin_Cyay,-0.002137134,0.820560884,0.870043435
FrhB_FdhB_C,-0.009530633,0.311753024,0.870043435
FrhB_FdhB_N,-0.009291869,0.324031192,0.870043435
FrsA-like,-0.014270614,0.12985361,0.549656938
Fructosamin_kin,-0.04071021,1.54E-05,0.000263926
Fst_toxin,-0.003459527,0.713487916,0.870043435
FtrD-like,-0.028078369,0.002876214,0.028546793
FtsA,-0.01419553,0.131885203,0.555323856
FtsH_ext,-0.021951931,0.019799037,0.141827509
FtsJ,-0.029620196,0.00166422,0.017954585
FtsK_4TM,-0.003763361,0.689581334,0.870043435
FtsK_SpoIIIE,-0.071456017,3.11E-14,1.61E-12
FtsK_SpoIIIE_N,-0.003083419,0.743473155,0.870043435
FtsK_alpha,-0.012250407,0.193519485,0.692264335
FtsK_gamma,-0.023012938,0.014574352,0.111167988
FtsL,-0.002130857,0.821079057,0.870043435
FtsQ_DivIB_C,-0.003738819,0.691501298,0.870043435
FtsX,-0.054261053,8.25E-09,2.45E-07
FtsX_ECD,-0.006720363,0.475679093,0.870043435
FtsZ_C,-0.00888184,0.345841071,0.870043435
Fucose_iso_C,-0.009824123,0.297086328,0.854697376
Fucose_iso_N1,-0.00191731,0.838750023,0.870043435
Fucose_iso_N2,-0.00191731,0.838750023,0.870043435
Fucose_pyrophosphorylase,-0.029454958,0.001766833,0.018784125
Fucosidase_C,-0.002138706,0.820431166,0.870043435
FumaraseC_C,-0.013485366,0.152336917,0.606246262
Fumarate_red_C,-0.003582872,0.703747238,0.870043435
Fumarate_red_D,-0.003582872,0.703747238,0.870043435
Fumble,-0.002174081,0.817512994,0.870043435
Fumerase,-0.01373097,0.14500702,0.588602696
Fumerase_C,-0.01373097,0.14500702,0.588602696
Fungal_TACC,-0.001908561,0.839475816,0.870043435
Fungal_lectin,-0.001942068,0.836696919,0.870043435
Fungal_trans_2,-0.002179998,0.817025079,0.870043435
Fur_reg_FbpA,-0.011147937,0.236723653,0.77348723
Fur_reg_FbpB,-0.003145195,0.738519888,0.870043435
Fve,-0.00661059,0.48291724,0.870043435
FxsA,-0.003718415,0.693099044,0.870043435
Fy-3,-0.002216629,0.814006354,0.870043435
Fzo_mitofusin,-0.02163112,0.021671683,0.152123868
G-alpha,-0.013555832,0.150205624,0.601918507
G-gamma,-0.002094356,0.824093301,0.870043435
G2P_X_C,0.024271798,0.009982034,0.082348209
G3P_acyltransf,-0.009503946,0.313109938,0.870043435
G3P_antiterm,-0.00839619,0.372854149,0.870043435
G3P_pilus-bind,-0.003588433,0.703309228,0.870043435
G5,-0.006567899,0.485748209,0.870043435
G6PD_C,-0.014780422,0.116695436,0.516640483
G6PD_N,-0.014923989,0.113185521,0.50602823
G8,-0.002228362,0.813040027,0.870043435
GA,-0.005947197,0.527904877,0.870043435
GA-like,-0.003185457,0.735297413,0.870043435
GAAD,-0.005542965,0.556328597,0.870043435
GAD,-0.002137562,0.820525599,0.870043435
GAD-like,-0.006686722,0.477890952,0.870043435
GAF,-0.058576368,4.90E-10,1.64E-08
GAF_2,-0.05685455,1.55E-09,4.93E-08
GAF_3,-0.029310223,0.001861458,0.019695595
GAF_NLP,-0.003181935,0.735579114,0.870043435
GAF_PdtaS,-0.002993344,0.75071456,0.870043435
GAIN,-0.00370861,0.693867343,0.870043435
GAP1-N1,-0.00630018,0.503704666,0.870043435
GAPES1,-0.002134424,0.820784562,0.870043435
GAPES2,-0.006688723,0.477759234,0.870043435
GAPES3,-0.002137134,0.820560884,0.870043435
GARP,-0.001554477,0.868956953,0.884838473
GARS_A,-0.018235483,0.052920132,0.294815427
GARS_C,-0.004638358,0.622513091,0.870043435
GARS_N,-0.005487147,0.560311304,0.870043435
GAS,-0.013330242,0.157109715,0.616727823
GAS2,-0.002222594,0.813515033,0.870043435
GASH,-0.00630018,0.503704666,0.870043435
GAT,0.000932936,0.921125103,0.929263104
GATase,-0.027666523,0.003314784,0.032125545
GATase1_like,-0.012403322,0.188016621,0.681671074
GATase_2,-0.005254636,0.577048435,0.870043435
GATase_3,-0.016079772,0.087872897,0.427972178
GATase_4,-0.012176757,0.196211698,0.69835796
GATase_5,-0.007314515,0.437553206,0.870043435
GATase_6,-0.0226346,0.016278258,0.121186885
GATase_7,-0.021726255,0.021100903,0.149207058
GA_3,-0.005400182,0.566543798,0.870043435
GBBH-like_N,-0.007060482,0.453634839,0.870043435
GBD_ELAPOR1,-0.004729984,0.615655881,0.870043435
GBD_Hemicentin,-0.002674149,0.776548673,0.870043435
GBD_IRG7_N,-0.003037361,0.747173116,0.870043435
GBD_Tenm3,-0.003148448,0.738259354,0.870043435
GBP,-0.006019589,0.522893895,0.870043435
GBS104-like_Ig,-0.008727805,0.3542706,0.870043435
GBS_Bsp-like,-0.004700038,0.617893377,0.870043435
GCD14,-0.013838195,0.141892983,0.582351541
GCE_fung,-0.036330688,0.00011469,0.001618995
GCHY-1,-0.014967722,0.112133016,0.503202362
GCIP_C,-0.000697259,0.941007863,0.947167367
GCP_C_terminal,-0.00207278,0.825876331,0.870043435
GCP_N_terminal,-0.001980246,0.833533138,0.870043435
GCS2,-0.006377877,0.498457522,0.870043435
GCV_H,-0.009573094,0.30960204,0.870043435
GCV_T,-0.022794518,0.015537771,0.116588886
GCV_T_C,-0.020142652,0.032513162,0.20512817
GDC-P,-0.009326574,0.322227191,0.870043435
GDE_C,-0.012580503,0.18178593,0.669606237
GDE_N,-0.002966937,0.752841677,0.870043435
GDE_N_bis,-0.011217366,0.233816426,0.769140002
GDH2_N,-0.003705731,0.694092985,0.870043435
GDH_ACT1,-0.005604934,0.551923224,0.870043435
GDH_ACT2,-0.005604934,0.551923224,0.870043435
GDH_ACT3,-0.005604934,0.551923224,0.870043435
GDH_C,-0.005604934,0.551923224,0.870043435
GDH_HM1,-0.005604934,0.551923224,0.870043435
GDH_HM2,-0.005604934,0.551923224,0.870043435
GDH_HM3,-0.005604934,0.551923224,0.870043435
GDI,-0.01000392,0.288332785,0.842088681
GDPD,-0.027083327,0.004040292,0.037829511
GDPD_2,-0.00948539,0.314055707,0.870043435
GDP_Man_Dehyd,-0.045196304,1.59E-06,3.28E-05
GDT1,-0.006135961,0.514890077,0.870043435
GDYXXLXY,-0.009627945,0.30683799,0.867665335
GD_AH_C,-0.013771391,0.143827015,0.586340391
GD_AH_second,-0.013771391,0.143827015,0.586340391
GEP5,-0.00370861,0.693867343,0.870043435
GETHR,-0.002236842,0.812341803,0.870043435
GEVED,-0.004190267,0.656512563,0.870043435
GFA,-0.028742825,0.002279049,0.023531128
GFO_IDH_MocA,-0.046067248,9.99E-07,2.14E-05
GFO_IDH_MocA_C,-0.043188366,4.52E-06,8.56E-05
GFO_IDH_MocA_C2,-0.004167347,0.658271745,0.870043435
GFO_IDH_MocA_C3,-0.043944585,3.07E-06,6.03E-05
GF_recep_IV,-0.002978258,0.751929484,0.870043435
GGACT,-0.011890532,0.206934921,0.720591757
GGDEF,-0.058439918,5.37E-10,1.80E-08
GGDEF_2,-0.022234633,0.018267543,0.133257162
GGDEF_GdpP,-0.011225307,0.233485548,0.769140002
GGGtGRT,-0.00370861,0.693867343,0.870043435
GGR_cat,-0.002890604,0.759000924,0.870043435
GH-E,-0.006071826,0.519293246,0.870043435
GH101_dom-5,-0.002181783,0.816877938,0.870043435
GH113,-0.00214851,0.819622189,0.870043435
GH115_C,-0.004265459,0.650754876,0.870043435
GH123_N,-0.002151403,0.819383443,0.870043435
GH123_cat,-0.002151403,0.819383443,0.870043435
GH141_M,-0.005805953,0.537751807,0.870043435
GH3,-0.003080459,0.743710819,0.870043435
GH32_BT1760-like_C,-0.005267297,0.576130985,0.870043435
GH3_C,-0.003080459,0.743710819,0.870043435
GH3_M,-0.003080459,0.743710819,0.870043435
GH43_C,-0.003059959,0.745356997,0.870043435
GH43_C2,-0.016202084,0.085485069,0.421144509
GH85_C,-0.004224665,0.653876073,0.870043435
GH97_C,-0.002129856,0.821161684,0.870043435
GH97_N,-0.002129856,0.821161684,0.870043435
GHL10,-0.014744671,0.117582648,0.518267986
GHL13,-0.004276137,0.649938877,0.870043435
GHL15,-0.002133575,0.820854708,0.870043435
GHL6,-0.00845767,0.369364,0.870043435
GHMP_kinases_C,-0.01154528,0.220427704,0.746605787
GHMP_kinases_N,-0.013736518,0.144844629,0.588498321
GIDA,-0.075221926,1.30E-15,7.63E-14
GIDA_C_1st,-0.002137134,0.820560884,0.870043435
GIDE,-0.002043579,0.828290836,0.870043435
GIIM,-0.057736394,8.63E-10,2.83E-08
GINT1_N,-0.007677551,0.415150217,0.870043435
GIT_CC,-0.003072235,0.7443711,0.870043435
GIY-YIG,-0.026060367,0.00566842,0.050638181
GIY_YIG_2,-0.006687984,0.477807827,0.870043435
GKRP-like_C,-0.007903607,0.401549401,0.870043435
GKRP_SIS_2,-0.006238014,0.507923822,0.870043435
GKRP_SIS_N,-0.007910194,0.401157163,0.870043435
GLEYA,-0.013823277,0.142323136,0.582888041
GLF,-0.012015833,0.202189423,0.710064133
GLGE_C,-0.009598908,0.308299177,0.868614251
GLMA_2nd,-0.00428201,0.649490269,0.870043435
GLTT,-0.002060412,0.826898737,0.870043435
GLUCM-like_C,-0.006498337,0.49038031,0.870043435
GMC_oxred_C,-0.034519365,0.000247549,0.003240615
GMC_oxred_C_1st,-0.003077055,0.74398409,0.870043435
GMC_oxred_N,-0.034144654,0.000288987,0.003715587
GMPPB_C,-0.011939241,0.205080648,0.716508668
GMP_synt_C,-0.014092454,0.1347142,0.562774018
GMT-wHTH,-0.003779886,0.688289695,0.870043435
GM_CSF,-0.002136265,0.820632632,0.870043435
GNA1162-like,-0.002122066,0.821804724,0.870043435
GNAT_acetyltr_2,-0.004771252,0.612578255,0.870043435
GNAT_acetyltran,-0.014729509,0.117960498,0.518855235
GNT-I,-0.005088308,0.589164094,0.870043435
GNVR,-0.017354602,0.065466654,0.345866661
GO-like_E_set,-0.003739314,0.69146259,0.870043435
GP17,-0.003527371,0.708124322,0.870043435
GP24_25,0.000312213,0.973565721,0.975341683
GP38,-0.00930079,0.32356684,0.870043435
GP3_package,-0.003662063,0.697518835,0.870043435
GP41,-0.002059142,0.82700377,0.870043435
GP44,0.000312213,0.973565721,0.975341683
GP46,-0.004580334,0.62687263,0.870043435
GP52,0.005038511,0.592814133,0.870043435
GP63,0.000312213,0.973565721,0.975341683
GP68,-0.001165356,0.901565219,0.912243522
GP7,-0.031432083,0.000847343,0.009881094
GP70,0.000312213,0.973565721,0.975341683
GP88,-0.005933459,0.528858554,0.870043435
GPAT_C,-0.005071051,0.590427811,0.870043435
GPDPase_memb,-0.006073964,0.519146114,0.870043435
GPD_NAD_C_bact,-0.00542023,0.565104104,0.870043435
GPI,-0.006382179,0.49816786,0.870043435
GPP34,-0.004178564,0.657410576,0.870043435
GPR180-TMEM145_TM,-0.002063758,0.826622111,0.870043435
GPW_gp25,-0.021869228,0.020267751,0.144199857
